track_name,artist,album,duration_min,release_year,popularity
599,155,817,4.316433333333333,2014,88
84,206,212,3.4057666666666666,2017,88
798,400,379,3.552216666666667,2001,65
517,236,452,3.393933333333333,2021,63
622,415,173,3.156616666666667,2019,68
29,434,41,3.8291,2015,71
650,157,577,3.725333333333333,2021,81
95,205,247,3.4903833333333334,2019,28
400,52,362,2.4375,2023,47
463,294,655,4.139766666666667,2017,50
569,148,741,2.89955,2016,62
774,467,92,4.03755,2015,87
225,382,207,4.53955,2022,14
124,455,778,3.6273333333333335,2019,69
531,398,465,4.332216666666667,2014,80
290,40,649,3.2924333333333333,2018,78
629,83,292,3.3491,2012,73
829,241,724,3.542,2009,67
578,395,412,3.924883333333333,2010,75
753,279,424,2.39835,2021,77
572,93,505,3.580766666666667,2018,81
30,487,42,2.926816666666667,2023,30
317,309,21,5.012133333333334,2014,56
299,326,266,2.2,2025,52
115,159,274,3.8535166666666663,2014,66
812,473,736,2.8791,2020,57
224,135,697,4.2522166666666665,1998,75
34,22,176,2.673766666666667,2018,76
227,78,208,2.74285,2024,39
439,313,725,4.152,2004,77
238,451,28,3.663366666666666,2021,64
341,192,315,3.566666666666667,2024,87
5,6,12,1.90475,2024,36
119,246,473,3.6366666666666663,2018,65
642,73,133,3.602216666666666,2018,76
403,82,743,2.816883333333333,2022,73
579,84,510,3.519333333333333,2000,83
187,22,176,4.00555,2018,62
405,291,368,1.6201333333333334,2022,60
553,409,800,2.7274666666666665,2022,87
683,40,166,3.769333333333333,2016,80
912,327,573,4.222433333333333,2016,66
294,422,569,3.688,2015,80
188,369,175,2.5739,2024,37
420,144,382,3.4811,2021,47
111,167,226,3.93155,2003,88
13,387,252,2.1981333333333333,2019,61
286,466,83,3.2989166666666665,2011,78
737,160,642,1.334666666666667,2020,69
36,215,49,2.8611833333333334,2024,34
562,201,498,2.0785666666666667,2025,53
703,112,757,3.711766666666666,2018,71
435,467,168,3.5302333333333333,2022,74
539,395,25,3.1933333333333334,2016,83
877,512,786,2.7913,2024,35
882,3,791,3.390283333333333,2018,83
474,433,681,4.16555,2012,45
674,426,598,3.1826666666666665,2019,80
627,300,560,2.8320666666666665,2025,53
788,345,709,2.7943,2022,71
135,269,131,4.5196,2021,81
194,269,488,3.369866666666667,2019,80
127,262,125,3.1321833333333333,2018,73
651,298,181,3.747333333333333,2014,85
461,384,411,2.6266,2019,6
365,448,285,8.436666666666667,2017,57
889,327,770,4.7762166666666666,2015,65
452,65,179,2.900033333333333,2022,62
687,422,609,2.8609166666666668,2023,72
417,408,583,2.5657666666666668,2022,86
874,450,231,3.8686666666666665,2008,73
103,452,111,4.9241166666666665,2021,44
497,306,127,4.004666666666667,2009,74
805,395,263,4.599766666666667,2008,85
699,432,585,2.4968833333333333,2018,51
301,87,188,3.7015166666666666,2010,83
769,467,308,4.71455,2025,81
488,520,428,2.2806333333333333,2020,2
494,316,738,3.166,2014,85
552,105,487,3.066733333333333,2018,59
269,155,820,2.8471,2017,82
196,155,817,3.664,2014,74
79,68,91,3.0050666666666666,2024,88
233,365,269,3.5597666666666665,2010,28
98,490,104,2.11475,2024,32
281,49,680,3.18,2007,34
519,10,61,3.1071,1976,72
775,209,689,2.655733333333333,2022,64
875,63,436,2.6622166666666667,2019,36
56,103,742,3.4797666666666665,2018,83
701,308,619,3.6724666666666663,2017,44
839,239,551,3.428,2015,84
471,207,451,5.271333333333334,2014,78
522,44,62,3.3502666666666667,2021,77
811,440,734,2.962,2021,80
827,185,750,2.552833333333333,2024,37
307,159,282,3.1037166666666667,2019,70
564,279,14,2.617766666666667,2019,76
862,196,773,3.361,2018,40
613,352,545,2.942683333333333,2018,39
374,368,337,2.723866666666667,2024,36
515,283,671,3.80155,2011,1
198,46,182,2.4604833333333334,2024,32
705,465,445,3.08495,2014,73
828,309,768,3.4791,2021,56
863,346,774,2.44715,2024,38
301,87,188,3.7015166666666666,2010,80
364,49,680,3.994883333333333,2007,51
265,447,248,2.01935,2024,61
143,422,630,3.866433333333333,2013,73
859,171,767,3.882433333333333,2012,83
885,72,744,3.234783333333333,2019,83
757,125,661,3.5416666666666665,2018,73
436,372,45,4.2122166666666665,2013,79
644,112,623,4.174266666666667,2018,64
74,374,86,3.1093333333333333,2018,38
901,519,803,1.824,2024,79
665,130,14,3.3157666666666668,2018,68
519,10,22,3.1131,2008,67
677,155,820,3.8952,2017,90
398,31,783,3.543433333333333,2019,76
44,110,134,4.8436,2017,73
503,12,441,2.912716666666667,2021,29
545,155,820,3.1546666666666665,2017,63
77,420,89,3.7562166666666665,2007,81
869,130,780,3.2941166666666666,2016,65
318,317,294,2.605766666666667,2019,42
38,349,98,3.213833333333333,2022,50
133,429,706,3.746883333333333,2016,76
92,287,254,3.5297666666666667,2015,76
750,47,289,3.123933333333333,2020,81
342,364,316,2.47475,2022,84
181,322,715,3.0704333333333333,2015,76
344,49,680,3.652433333333333,2007,37
747,459,324,4.006666666666667,2013,92
114,331,460,3.745333333333333,2010,73
909,249,608,2.66985,2020,84
96,450,8,3.863766666666667,2014,83
297,450,812,3.494666666666667,2017,76
195,227,765,3.864,2011,79
177,251,523,3.594533333333333,2013,82
46,151,56,3.0604,2019,77
536,72,277,3.262933333333333,2021,78
457,409,610,3.018666666666667,2019,79
227,409,208,2.9243166666666665,2024,90
664,467,34,3.5937666666666668,2020,87
63,422,73,3.4650666666666665,2018,76
264,267,209,1.53115,2019,78
845,143,759,3.722383333333333,2023,68
123,467,463,3.806216666666667,2018,86
777,181,692,2.2903166666666666,2025,56
555,353,490,2.717233333333333,2023,74
887,40,796,3.101766666666667,2019,80
367,111,331,3.236733333333333,2017,53
783,450,622,4.428,2010,49
647,455,576,3.778966666666667,2015,81
423,303,384,3.3801,2010,3
528,47,289,2.9126666666666665,2020,74
708,239,551,3.346433333333333,2015,86
661,488,586,1.52885,2019,1
208,222,43,3.5417666666666667,2009,80
540,226,87,3.8813333333333335,2013,46
24,53,67,3.008,2010,76
738,240,251,4.216216666666667,2006,71
719,363,219,3.802216666666667,2014,84
883,176,792,2.810016666666667,2021,76
506,351,82,3.583333333333333,2021,38
821,290,747,3.490133333333333,2024,37
740,269,114,4.423783333333334,2012,85
838,276,754,2.953333333333333,2020,61
655,250,302,4.982216666666667,1985,11
761,450,666,2.984433333333333,2006,55
910,40,813,3.4553333333333334,2019,81
326,277,297,2.706383333333333,2025,37
249,93,6,3.4402166666666667,2012,86
414,392,375,1.5807166666666668,2024,41
765,260,437,3.22155,2020,67
362,210,355,2.694233333333333,2019,32
675,184,599,2.944433333333333,2024,37
392,491,357,3.1003666666666665,2018,73
120,72,273,5.057333333333333,2024,90
716,467,629,1.8604333333333332,2016,82
795,504,716,2.01665,2023,65
736,233,278,3.0171,2019,80
752,112,757,3.54555,2018,80
58,212,388,2.7260166666666668,2024,70
623,23,557,2.330866666666666,2025,37
872,113,527,4.4462166666666665,2000,92
147,49,398,4.0751,2002,85
756,445,660,2.1603833333333333,2024,37
272,108,132,3.626216666666666,1999,81
732,253,639,3.6991,2011,77
279,49,680,3.61,2007,78
234,118,216,2.9777666666666667,2025,51
694,20,386,3.539333333333333,2006,6
646,17,10,3.80155,2011,82
585,503,521,3.3947666666666665,2016,64
193,36,55,3.3906666666666667,1997,67
696,299,616,3.011483333333333,2024,34
273,115,253,3.4375,2024,30
526,312,462,3.1938833333333334,2024,36
618,172,718,3.993333333333333,2011,87
232,88,651,3.24355,2015,82
175,71,167,4.88555,2003,61
469,159,237,4.225333333333333,2018,81
316,17,11,4.925033333333333,2015,77
412,110,374,5.326,2016,41
103,206,111,2.7544,2022,77
71,36,55,3.299333333333333,1997,77
312,177,652,3.3061666666666665,2020,81
406,518,369,2.0191833333333333,2025,36
397,80,148,3.74155,2000,82
544,186,479,3.5858166666666667,2022,63
97,272,627,4.374433333333333,2007,80
534,94,575,2.8457666666666666,2019,75
43,143,46,4.155033333333333,2025,87
295,75,264,3.1666666666666665,2024,37
447,361,404,2.578116666666667,2024,32
602,323,150,2.997783333333333,2015,75
131,168,129,3.36955,2013,69
742,9,645,2.63675,2018,86
382,445,345,2.112,2024,38
843,195,756,4.506216666666667,1992,66
287,231,258,3.890933333333333,2022,36
797,258,719,2.75,2021,52
657,395,412,4.058883333333333,2010,74
648,36,55,3.76555,1997,60
634,21,268,4.51,2003,55
404,453,367,2.819233333333333,2021,68
314,183,193,3.980083333333333,2020,87
126,390,122,3.9886166666666663,2022,82
203,316,186,3.574666666666667,2016,2
547,363,219,3.776666666666667,2014,89
331,332,293,3.288883333333333,2022,80
51,199,281,2.788383333333333,2022,89
376,265,340,2.799516666666667,2021,61
566,98,502,3.4511333333333334,2015,8
841,229,755,3.6531,2018,65
354,407,321,2.925333333333333,2024,34
255,22,239,2.0604,2023,64
172,401,164,4.4786166666666665,2021,67
394,71,66,3.79755,2007,74
784,426,344,3.324,2017,88
863,422,774,3.2998833333333333,2017,79
628,282,752,2.187333333333333,2019,87
386,472,349,3.6364666666666663,2019,70
860,450,7,3.674,2014,76
695,85,676,5.0551,1984,2
853,346,761,2.354833333333333,2025,37
580,95,513,2.002,2024,34
105,268,113,4.337533333333333,2011,76
65,385,76,3.1778833333333334,2018,65
684,317,607,3.0137,2017,81
302,477,272,2.9286666666666665,2019,86
605,409,537,3.1060833333333333,2024,86
772,429,707,3.5037666666666665,2016,68
682,219,605,3.127333333333333,2015,55
899,109,811,4.109783333333334,2011,76
377,521,341,2.61625,2023,55
590,450,419,3.7066666666666666,2019,78
618,142,549,2.093733333333333,2024,32
183,207,451,3.5582166666666666,2014,81
428,63,390,2.50555,2019,58
492,305,434,3.69515,2024,80
867,442,779,2.650133333333333,2022,33
679,422,562,2.8833166666666665,2020,52
441,150,250,3.3844,2020,83
111,167,226,3.93155,2003,8
50,269,300,4.917766666666667,2015,81
542,506,618,3.5571166666666665,2017,73
510,210,356,2.7252,2020,37
304,71,312,4.360666666666667,2008,69
892,217,814,3.48765,2022,79
535,93,469,3.65265,2016,78
197,94,180,2.7473666666666667,2021,68
256,351,240,3.1333333333333333,2019,36
322,402,295,2.816666666666667,2024,19
17,180,260,7.0357666666666665,2017,68
880,104,788,3.3566666666666665,2017,48
75,108,638,3.976,2002,70
560,38,496,2.17795,2020,7
879,220,74,3.49155,2005,79
389,49,680,3.87,2007,58
163,428,495,2.863633333333333,2018,70
28,22,176,3.3146666666666667,2018,66
639,505,570,3.624,2017,76
31,255,103,3.8697666666666666,2018,95
18,501,33,2.368,2024,30
643,251,523,3.7257666666666656,2013,81
399,403,361,2.037033333333333,2025,40
849,206,212,3.354,2017,84
700,342,347,3.4531,2006,81
346,49,680,3.2877666666666667,2007,43
878,450,419,2.856,2019,79
754,404,658,2.625,2024,33
319,49,65,3.572,2013,69
437,204,249,3.7306666666666666,2013,78
178,22,176,3.528,2018,75
268,456,552,6.56355,2005,69
8,477,29,3.2689666666666666,2018,77
477,239,551,3.895333333333333,2015,86
108,239,95,2.85555,2012,77
139,507,135,4.523766666666667,2012,78
220,450,622,5.87,2010,72
388,208,352,5.1335,2012,43
508,316,447,3.1581,2019,33
271,467,168,3.536083333333333,2022,69
563,252,381,4.214216666666666,2013,56
727,320,634,2.4561333333333333,2024,36
94,373,102,4.1391,2017,70
652,337,578,4.126783333333333,2017,70
325,107,296,3.314216666666667,2017,80
511,125,202,3.6762166666666665,2016,79
372,279,334,3.533333333333333,2021,76
744,347,646,2.717083333333333,2021,13
388,223,232,3.962,2017,78
116,16,118,3.7558666666666665,2016,42
138,379,298,3.588,2019,87
624,41,558,2.7272666666666665,2019,75
152,134,143,3.5789833333333334,2015,79
371,150,196,3.632433333333333,2017,80
503,248,441,2.6111833333333334,2023,43
793,130,493,4.084,2012,60
87,379,794,3.854433333333333,2018,80
208,38,189,2.3916666666666666,2020,1
209,485,190,3.4912,2014,43
351,450,564,3.662,2012,78
310,273,284,2.9183666666666666,2024,32
218,429,4,4.286666666666667,2014,81
814,459,279,3.394433333333333,2018,69
14,109,700,5.098216666666667,2012,67
595,278,529,3.07985,2022,79
313,311,287,2.398433333333333,2024,33
653,14,40,4.1471,2016,79
796,136,717,3.39075,2019,67
274,481,255,2.4065,2024,35
99,467,34,3.334,2020,90
330,49,680,3.382883333333333,2007,63
180,82,170,4.117983333333333,2020,66
881,269,789,3.9342166666666665,2013,88
864,144,532,2.8771,2021,84
35,22,777,2.9842,2021,73
240,22,176,3.5351,2018,82
231,99,512,3.3186666666666667,2011,66
101,268,113,4.0793333333333335,2011,77
645,51,574,3.9764333333333335,2017,70
170,416,162,3.295533333333333,2019,78
189,467,629,4.337533333333333,2016,81
617,467,463,2.842883333333333,2018,64
717,256,675,3.2537333333333334,2024,44
739,309,768,3.33555,2021,45
69,94,79,3.4345,2022,75
125,123,121,3.034466666666667,2022,64
745,110,134,3.585833333333333,2017,69
296,379,298,2.9142166666666665,2019,77
894,362,584,2.9322166666666667,2021,85
559,173,494,5.0391,2011,84
913,494,581,2.6296,2018,72
680,493,603,2.9494166666666666,2025,92
518,471,453,2.580633333333333,2024,77
486,279,425,2.2979166666666666,2021,72
24,53,3,3.00555,2019,45
525,29,159,3.2191,2019,51
185,292,740,3.822666666666666,2019,82
576,49,680,2.9248833333333333,2007,45
315,183,288,2.921683333333333,2021,1
396,264,359,3.679666666666667,2017,81
298,430,764,3.452,2015,78
801,366,722,3.4796666666666667,2024,36
527,423,760,3.1642166666666665,2011,52
690,49,398,3.4,2002,80
162,445,152,2.0791666666666666,2024,36
893,362,584,2.9691,2021,85
733,40,640,3.808033333333333,2020,81
429,315,392,4.1838,2019,56
352,513,320,2.075,2025,52
581,467,168,3.5698833333333333,2022,77
532,398,466,4.332233333333333,2014,6
359,66,326,3.69105,2016,29
221,141,155,2.6540833333333333,2022,90
300,445,271,1.954,2024,36
275,239,372,2.553166666666667,2021,85
813,360,737,2.3492,2024,34
546,150,195,3.4886666666666666,2015,62
608,286,540,2.25,2025,37
305,317,276,3.571483333333333,2018,17
743,379,625,2.634,2018,83
640,222,468,3.16755,2008,68
158,110,149,4.279983333333333,2019,75
713,299,628,2.4925333333333333,2024,33
196,88,651,3.304883333333333,2015,86
72,133,84,3.272883333333333,2018,77
206,467,168,3.4244833333333333,2022,62
567,22,503,3.22995,2019,75
432,87,396,4.034933333333333,2021,6
26,424,38,2.69425,2024,83
755,348,432,2.573916666666667,2020,52
190,269,114,3.715333333333333,2012,79
549,173,106,5.119183333333333,2016,82
852,425,393,3.269333333333333,2001,79
554,128,489,2.9918666666666667,2024,31
383,148,592,3.6320833333333336,2018,75
466,406,415,4.267366666666667,2019,63
20,467,34,6.0171,2020,83
262,388,245,2.541166666666667,2024,31
285,134,729,3.422433333333333,2011,73
470,159,171,4.2089,2015,79
490,6,431,2.1904666666666666,2024,35
62,67,72,2.3,2024,35
607,82,539,3.5498666666666665,2016,80
64,450,7,3.532216666666667,2014,72
472,275,416,2.087266666666667,2024,37
340,13,314,2.130783333333333,2025,40
870,328,80,3.689333333333333,2013,83
711,11,626,2.3491833333333334,2024,33
778,467,304,5.23515,2011,76
848,131,702,3.0416666666666665,2012,35
173,484,165,2.6666666666666665,2024,39
73,317,85,2.87935,2020,73
467,303,323,2.714583333333333,2022,80
353,381,210,2.20755,2020,59
550,146,290,2.573733333333333,2020,82
751,198,333,5.3573,2012,73
586,255,153,4.58755,2017,86
444,466,703,3.396,2012,25
857,423,760,3.2602166666666665,2011,75
350,295,781,4.660583333333333,2011,68
473,395,412,4.9371,2010,69
258,328,241,3.3409,2023,22
212,450,812,3.83955,2017,77
755,351,659,2.1694,2018,59
343,49,680,3.2551,2007,49
338,45,63,3.4788,2016,70
110,150,250,3.697,2020,78
192,155,820,3.974,2017,75
349,78,319,2.8923,2024,40
375,426,339,3.18,2019,67
239,443,221,2.609366666666667,2025,54
619,9,653,4.3726666666666665,2018,69
59,239,471,3.570666666666667,2010,84
431,237,265,2.92925,2018,80
41,316,739,3.850216666666667,2015,74
735,450,8,3.85,2014,80
834,103,484,3.628433333333333,2016,80
773,422,244,3.789333333333333,2014,59
327,178,299,2.567616666666667,2024,53
768,188,696,2.7716666666666665,2024,97
509,130,508,3.5142166666666665,2010,66
758,216,663,2.7333333333333334,2025,28
261,437,243,2.5,2024,30
348,503,236,4.094216666666667,2017,70
21,357,36,3.232683333333333,2017,82
707,455,621,4.1271,2017,73
858,409,766,2.8516,2017,63
201,150,250,3.0548333333333333,2020,83
692,15,613,2.754383333333333,2022,75
81,77,93,2.9678166666666668,2025,37
790,257,52,3.3282166666666666,2010,86
731,152,637,2.446333333333333,2025,26
803,365,699,3.84555,2012,69
370,63,213,3.25865,2018,71
76,62,88,3.0,2018,73
702,459,279,3.438,2018,87
670,403,595,2.466666666666667,2024,33
146,459,279,2.799333333333333,2018,67
276,502,394,2.56665,2013,2
148,126,141,3.2204333333333333,2019,81
12,510,19,3.1894,2021,61
191,479,177,2.6813333333333333,2018,68
230,49,680,3.0351,2007,46
734,92,641,3.55605,2023,86
725,329,588,5.228066666666667,2013,83
520,0,200,2.342216666666667,2021,79
741,307,644,2.500566666666667,2024,31
387,318,351,3.2617666666666665,2016,81
663,231,476,3.0003,2020,3
706,274,178,3.036,2019,87
890,72,801,4.090416666666667,2019,85
6,155,17,2.560433333333333,2021,65
851,49,680,4.008216666666667,2007,71
113,65,117,2.0462,2021,70
824,134,172,3.852883333333333,2013,55
311,354,286,2.459633333333333,2022,49
900,362,584,2.886,2021,83
681,64,604,3.4361,2014,79
523,266,458,3.25,2025,49
416,49,680,3.998433333333333,2007,65
612,284,544,3.156883333333333,2014,76
710,155,486,3.407766666666667,2019,73
446,177,652,4.346266666666667,2020,80
558,435,217,3.4985166666666667,2017,69
263,4,246,2.2951,2024,37
908,40,541,2.8720666666666665,2020,80
333,467,723,6.75355,2012,74
487,4,427,1.946416666666667,2024,39
418,339,378,2.2479,2024,35
492,366,434,2.92685,2024,36
835,395,664,3.5871,2011,85
658,231,69,3.487883333333333,2018,11
632,106,0,5.448883333333334,2016,25
884,523,793,2.7768166666666665,2021,57
169,185,160,2.5913,2024,37
714,162,690,6.7351,2000,82
66,34,623,3.436433333333333,2018,55
614,7,198,4.005683333333334,2018,72
676,94,575,3.6623666666666663,2019,84
455,422,561,2.7099166666666665,2020,63
80,460,519,3.822666666666666,2005,61
660,458,215,2.3634166666666667,2021,13
222,38,204,2.333333333333333,2022,1
638,200,500,3.548,2014,2
524,444,459,3.9,2022,74
433,271,397,2.786216666666667,2017,66
492,511,434,2.950083333333333,2024,35
815,174,325,3.164883333333333,2022,84
357,389,571,3.1894666666666667,2013,38
718,475,554,4.306433333333334,2014,68
19,334,711,4.285783333333334,2014,8
688,132,611,3.370433333333333,2017,2
543,61,478,6.909833333333333,2017,56
25,34,623,3.42655,2018,64
876,326,785,2.722533333333333,2024,37
32,522,9,3.574,2002,79
903,90,809,3.139466666666667,2021,73
781,116,695,4.4046666666666665,1994,74
831,163,748,4.456216666666666,2008,86
169,473,161,3.4906333333333333,2019,76
108,147,116,2.55,2022,74
320,213,228,3.2506666666666666,2017,40
609,287,259,4.1306666666666665,2016,74
464,259,413,2.1,2024,47
804,82,410,2.6403333333333334,2018,77
136,330,401,3.7722166666666666,1985,82
565,416,501,3.18335,2018,72
219,119,151,4.1851,2010,71
749,93,6,3.542666666666667,2012,78
654,370,579,3.275,2024,30
211,380,191,2.4180166666666665,2024,33
385,78,348,2.97025,2024,39
767,19,648,4.228,2009,56
49,366,60,2.443,2024,35
611,467,686,3.5236666666666667,2021,79
267,261,636,2.823583333333333,2020,45
410,465,481,3.522666666666667,2018,61
833,486,751,1.95235,2024,37
259,358,242,2.742433333333333,2024,79
724,426,275,3.448,2015,13
540,94,123,3.782883333333333,2018,81
22,144,591,4.422666666666666,2023,79
419,47,289,2.706633333333333,2020,80
468,239,470,3.192883333333333,2009,71
779,48,683,2.9443,2014,86
107,189,270,4.372216666666667,2017,74
354,96,358,4.223166666666667,2018,78
328,480,109,3.915766666666667,2015,69
356,197,322,2.325,2024,62
766,139,673,2.333333333333333,2023,85
208,38,189,2.3916666666666666,2020,48
393,468,818,2.132,2009,73
321,130,407,3.2093333333333334,2014,75
557,315,391,3.618316666666667,2019,80
149,134,143,3.4290833333333333,2015,74
278,327,39,1.71355,2010,82
449,393,455,4.159766666666667,2016,82
226,382,206,3.4757,2024,53
165,343,154,2.8,2021,57
93,414,726,3.2644333333333333,2007,62
533,78,467,2.6422166666666667,2024,40
253,386,769,3.4002166666666667,2016,78
659,397,582,2.9925166666666665,2022,20
277,32,256,3.748666666666667,2012,1
347,130,318,2.49445,2024,85
621,289,553,2.6740666666666666,2018,61
439,125,202,3.432433333333333,2016,87
164,467,723,4.59155,2012,52
240,38,222,2.43615,2020,50
850,267,209,2.90945,2019,68
591,467,629,4.15355,2016,79
577,410,509,3.6408,2022,30
216,235,197,2.57625,2024,11
117,336,32,5.028883333333333,2004,1
625,206,283,3.135333333333333,2012,39
583,376,517,3.6125,2025,30
493,114,377,3.096216666666667,2020,77
78,155,90,3.2977666666666665,2019,72
672,17,10,4.04955,2011,84
789,206,212,3.1191,2017,86
635,467,629,3.648,2016,84
895,514,815,4.183883333333333,2016,76
280,49,680,3.414433333333333,2007,50
306,251,280,3.0969166666666665,2019,72
791,194,712,2.1882333333333333,2024,39
499,396,400,3.228883333333333,2014,77
3,450,564,3.8686666666666665,2012,67
485,302,423,1.4150166666666666,2025,81
789,179,710,2.6666666666666665,2021,79
825,206,615,2.8351,2015,55
210,363,429,3.202,2015,81
584,72,277,3.5038666666666667,2021,73
888,153,798,2.0111,2022,70
762,251,669,3.796,2012,66
458,422,561,3.4409666666666667,2020,81
438,24,474,2.82255,2018,83
840,240,251,7.476216666666667,2006,77
902,221,808,3.052216666666667,2021,63
771,474,47,3.7744333333333335,2021,87
150,49,680,2.151083333333333,2007,45
156,185,146,2.439016666666667,2024,33
445,214,403,2.4857,2022,68
780,251,669,3.788883333333333,2012,74
99,467,105,3.334083333333333,2020,63
442,94,575,3.450633333333333,2019,64
508,316,365,3.1581,2021,85
787,93,708,3.7026666666666666,2016,80
667,25,385,3.8373333333333335,2015,81
538,322,672,3.5584333333333333,2017,75
915,516,816,2.9832,2024,30
11,40,813,2.9771,2019,84
104,138,112,2.5695166666666664,2025,44
182,206,482,2.958433333333333,2012,85
106,144,115,2.2373166666666666,2020,78
207,148,592,4.096433333333334,2018,71
521,249,456,3.12595,2023,77
575,467,688,4.0780666666666665,2023,93
237,317,623,3.377,2018,54
785,173,797,3.3457666666666666,2012,86
381,213,366,2.177766666666667,2021,69
332,57,303,2.901533333333333,2021,33
270,126,81,3.21,2004,56
479,450,420,3.688433333333333,2019,68
439,154,399,2.354083333333333,2021,5
514,94,450,3.394333333333333,2021,52
604,228,536,3.5096666666666665,2015,67
502,63,213,2.73675,2018,74
109,40,464,3.5806666666666667,2014,81
763,148,457,3.661533333333333,2017,81
217,509,199,2.89665,2018,74
896,43,805,2.375233333333333,2024,85
603,412,535,3.0115,2017,75
609,137,542,2.277633333333333,2024,33
430,366,395,2.504,2024,42
411,87,188,3.6789,2010,89
832,328,80,3.854,2013,82
409,365,371,3.5902166666666666,2016,70
715,467,629,3.840883333333333,2016,90
283,60,257,2.184833333333333,2024,36
40,328,533,3.2742166666666668,2020,82
204,444,187,3.5477,2012,82
630,508,406,2.2647,2020,60
157,450,419,2.9737666666666667,2019,90
102,60,110,2.466666666666667,2024,60
691,17,612,4.774666666666667,2012,86
515,202,201,3.652433333333333,2019,49
482,450,419,3.216666666666667,2019,76
282,316,565,3.92575,2018,74
188,395,728,3.752433333333333,2012,77
504,446,654,2.711333333333333,2020,75
339,113,20,4.304433333333333,2015,86
916,449,819,2.821083333333333,2020,11
505,413,442,2.125183333333333,2025,4
0,127,2,2.7948833333333334,2019,75
802,426,343,3.132883333333333,2017,86
794,322,715,2.9122166666666667,2015,64
288,55,101,4.485816666666667,2017,74
598,35,530,3.208283333333333,2022,65
304,71,313,4.352666666666667,2008,77
171,2,163,3.0023,2020,67
241,170,223,1.45185,2024,44
855,4,763,2.5,2024,36
481,281,402,2.6,2017,73
88,22,99,2.528366666666667,2023,64
709,134,670,3.396,2017,74
808,310,731,2.9452333333333334,2023,17
129,285,749,2.7682166666666665,2018,67
882,38,790,3.1386166666666666,2021,50
86,417,97,2.59805,2021,68
16,383,26,2.83195,2024,96
292,457,548,3.100633333333333,1981,67
656,82,580,4.700666666666667,2015,68
48,350,59,3.067633333333333,2017,42
235,419,218,1.426583333333333,2025,50
836,18,753,2.400983333333333,2025,29
151,196,68,3.57935,2015,72
905,280,387,1.4226666666666667,2022,2
144,8,140,3.124616666666667,2023,39
329,494,18,1.8481,2018,84
856,461,31,3.5957666666666666,2017,54
720,40,166,3.0142166666666665,2016,61
251,378,234,2.6178833333333333,2024,42
257,335,620,3.8,2015,58
866,395,25,3.6553333333333335,2016,79
518,162,203,4.179333333333333,2004,87
465,50,414,3.33,2020,44
492,371,434,3.8817666666666666,2019,73
776,507,691,3.078866666666667,2018,80
214,503,336,3.983333333333333,2018,84
456,450,812,3.530883333333333,2017,81
760,425,667,2.8705833333333333,2022,74
508,54,447,2.8266666666666667,2024,36
145,433,184,2.7471,2014,53
336,25,307,2.925283333333333,2016,62
308,94,123,3.621766666666667,2018,83
101,355,108,2.096,2023,5
23,225,37,3.6372333333333335,2016,70
266,82,267,3.5782,2021,62
34,49,680,3.228666666666667,2007,42
434,106,124,5.288216666666667,2011,26
248,164,230,2.626983333333333,2024,37
525,333,461,3.3070833333333334,2012,12
822,196,804,1.6964833333333331,2017,4
182,206,482,2.92,2012,75
561,161,497,2.8206166666666665,2022,72
453,36,55,3.610433333333333,1997,61
448,22,176,3.264,2018,74
513,450,449,2.9130333333333334,2022,76
770,49,680,3.1533333333333333,2007,56
27,163,338,3.4091,2013,75
551,421,426,3.6862666666666666,2018,84
335,224,306,4.631566666666667,2024,42
174,40,166,3.932433333333333,2016,6
408,365,699,4.04555,2012,86
593,316,515,3.852883333333333,2012,86
415,243,376,2.5242666666666667,2024,40
489,322,662,2.2376,2022,79
472,162,563,4.38955,2010,86
